ISIN코드,기업명,배당기준일,1주당배당금,종가,매수주식수,총배당금,투자금대비배당률(%)
KR7111710000,남화산업,2022-12-31,300.0,8300.0,1204,361200.0,3.612
KR7058850009,케이티씨에스,2020-12-31,80.0,2215.0,4514,361120.0,3.6112
KR7234080000,제이더블유생명과학,2021-12-31,500.0,13850.0,722,361000.0,3.61
KR7213500002,한솔제지,2020-12-31,500.0,13850.0,722,361000.0,3.61
KR7016800005,퍼시스,2022-12-31,1100.0,30400.0,328,360800.0,3.608
KR7026890004,스틱인베스트먼트,2023-12-31,250.0,6930.0,1443,360750.0,3.6075
KR7004710000,한솔테크닉스,2025-03-31,150.0,4160.0,2403,360450.0,3.6045
KR7357120005,코람코라이프인프라위탁관리부동산투자회사,2024-05-31,168.0,4660.0,2145,360360.0,3.6036
KR7068930007,디지털대성,2020-12-31,300.0,8320.0,1201,360300.0,3.603
KR7023410004,유진기업,2020-12-31,170.0,4720.0,2118,360060.0,3.6006000000000005
KR7010130003,고려아연,2020-12-31,15000.0,401500.0,24,360000.0,3.5999999999999996
KR7215000001,골프존,2020-12-31,2500.0,69300.0,144,360000.0,3.5999999999999996
KR7023530009,롯데쇼핑,2022-12-31,3300.0,91000.0,109,359700.0,3.5970000000000004
KR7003550001,LG,2023-12-31,3100.0,85900.0,116,359600.0,3.596
KR7060380003,동양에스텍,2024-12-31,50.0,1391.0,7189,359450.0,3.5944999999999996
KR7126560002,현대퓨처넷,2022-12-31,90.0,2505.0,3992,359280.0,3.5928
KR7067570002,엔브이에이치코리아,2022-12-31,120.0,3340.0,2994,359280.0,3.5928
KR7264900002,크라운제과,2024-12-31,280.0,7790.0,1283,359240.0,3.5923999999999996
KR7086280005,현대글로비스,2024-03-31,6300.0,174100.0,57,359100.0,3.5909999999999997
KR7023000003,삼원강재,2023-12-31,110.0,3065.0,3262,358820.0,3.5881999999999996
KR7267980001,매일유업,2024-12-31,1250.0,34750.0,287,358750.0,3.5875
KR7088980008,맥쿼리한국인프라투융자회사,2024-12-31,380.0,10590.0,944,358720.0,3.5872
KR7330590001,롯데위탁관리부동산투자회사,2022-12-31,143.135,3990.0,2506,358696.31,3.5869630999999997
KR7028100006,동아지질,2025-03-10,500.0,13930.0,717,358500.0,3.585
KR7009240003,한샘,2023-06-30,1500.0,41700.0,239,358500.0,3.585
KR7000080002,하이트진로,2024-12-31,700.0,19520.0,512,358400.0,3.5839999999999996
KR7004000006,롯데정밀화학,2025-03-31,1400.0,38950.0,256,358400.0,3.5839999999999996
KR7339770000,교촌에프앤비,2025-03-07,200.0,5590.0,1788,357600.0,3.576
KR7013520002,화승코퍼레이션,2022-12-31,50.0,1400.0,7142,357100.0,3.5709999999999997
KR7039490008,키움증권,2022-12-31,3000.0,84000.0,119,357000.0,3.5700000000000003
KR7011760006,현대코퍼레이션,2021-12-31,600.0,16800.0,595,357000.0,3.5700000000000003
KR7377190004,디앤디플랫폼위탁관리부동산투자회사,2022-09-30,150.0,4200.0,2380,357000.0,3.5700000000000003
KR7010950004,S-OIL,2022-12-31,3000.0,83400.0,119,357000.0,3.5700000000000003
KR7011200003,에이치엠엠,2023-12-31,700.0,19580.0,510,357000.0,3.5700000000000003
KR7002810000,삼영무역,2020-12-31,500.0,14000.0,714,357000.0,3.5700000000000003
KR7011040003,경동제약,2020-12-31,400.0,11200.0,892,356800.0,3.5680000000000005
KR7009580002,무림피앤피,2025-03-10,100.0,2805.0,3565,356500.0,3.565
KR7204610000,티쓰리엔터테인먼트,2025-03-31,60.0,1683.0,5941,356460.0,3.5645999999999995
KR7348950007,제이알글로벌위탁관리부동산투자회사,2021-12-31,190.0,5330.0,1876,356440.0,3.5644
KR7005180005,빙그레,2025-03-20,3300.0,92500.0,108,356400.0,3.5639999999999996
KR7005610001,에스피씨삼립,2024-12-31,1800.0,50300.0,198,356400.0,3.5639999999999996
KR7047050000,포스코인터내셔널,2021-12-31,800.0,22450.0,445,356000.0,3.56
KR7012700001,리드코프,2022-06-30,300.0,8430.0,1186,355800.0,3.558
KR7016710006,대성홀딩스,2024-12-31,250.0,7030.0,1422,355500.0,3.5549999999999997
KR7090350000,노루페인트,2022-12-31,275.0,7740.0,1291,355025.0,3.55025
KR7096240007,크레버스,2025-06-30,500.0,14080.0,710,355000.0,3.55
KR7005160007,동국산업,2022-12-31,130.0,3665.0,2728,354640.0,3.5464
KR7110790003,크리스에프앤씨,2023-12-31,300.0,8460.0,1182,354600.0,3.546
KR7121440002,골프존홀딩스,2022-12-31,163.0,4600.0,2173,354199.0,3.5419899999999997
KR7049960008,쎌바이오텍,2022-12-31,450.0,12700.0,787,354150.0,3.5415
KR7094970001,제이엠티,2021-12-31,150.0,4235.0,2361,354150.0,3.5415
KR7007980006,티피,2024-12-31,50.0,1412.0,7082,354100.0,3.5409999999999995
KR7053300000,한국정보인증,2024-12-31,150.0,4240.0,2358,353700.0,3.537
KR7069510006,에스텍,2020-12-31,400.0,11300.0,884,353600.0,3.5360000000000005
KR7357120005,코람코라이프인프라위탁관리부동산투자회사,2022-11-30,175.0,4950.0,2020,353500.0,3.535
KR7432320000,케이비스타위탁관리부동산투자회사,2023-01-31,165.0,4670.0,2141,353265.0,3.53265
KR7092230002,KPX홀딩스,2021-12-31,2250.0,63500.0,157,353250.0,3.5325
KR7004960001,한신공영,2022-12-31,300.0,8490.0,1177,353100.0,3.531
KR7002150001,도화엔지니어링,2023-12-31,280.0,7930.0,1261,353080.0,3.5307999999999997
KR7332370006,아이디피,2023-12-31,120.0,3400.0,2941,352920.0,3.5292
KR7011370004,서한,2024-12-31,30.0,850.0,11764,352920.0,3.5292
KR7028260008,삼성물산(구 제일모직),2021-12-31,4200.0,119000.0,84,352800.0,3.528
KR7000320002,노루홀딩스,2021-12-31,450.0,12750.0,784,352800.0,3.528
KR7350520003,이지스레지던스위탁관리부동산투자회사,2023-12-31,133.0,3770.0,2652,352716.0,3.52716
KR7012690004,모나리자,2023-06-30,100.0,2835.0,3527,352700.0,3.527
KR7017480005,삼현철강,2021-12-31,200.0,5670.0,1763,352600.0,3.526
KR7088980008,맥쿼리한국인프라투융자회사,2022-12-31,390.0,11050.0,904,352560.0,3.5256000000000003
KR7011560000,세보엠이씨,2021-12-31,250.0,7090.0,1410,352500.0,3.5249999999999995
KR7093190007,빅솔론,2023-12-31,200.0,5680.0,1760,352000.0,3.52
KR7023410004,유진기업,2021-12-31,170.0,4835.0,2068,351560.0,3.5156
KR7090350000,노루페인트,2023-12-31,325.0,9250.0,1081,351325.0,3.51325
KR7451800007,한화위탁관리부동산투자회사,2025-04-30,135.0,3845.0,2600,351000.0,3.51
KR7060560000,에이치씨홈센타,2024-12-31,30.0,855.0,11695,350850.0,3.5084999999999997
KR7004590006,한국가구,2023-12-31,140.0,3990.0,2506,350840.0,3.5083999999999995
KR7084870005,티비에이치글로벌,2025-03-01,40.0,1140.0,8771,350840.0,3.5083999999999995
KR7054040001,한국컴퓨터,2021-12-31,180.0,5130.0,1949,350820.0,3.5082000000000004
KR7037560000,엘지헬로비전,2023-12-31,120.0,3420.0,2923,350760.0,3.5076000000000005
KR7037760006,쎄니트,2024-12-31,50.0,1427.0,7007,350350.0,3.5035
KR7115500001,케이씨에스,2020-12-31,220.0,6280.0,1592,350240.0,3.5023999999999997
KR7155650005,와이엠씨,2023-12-31,200.0,5710.0,1751,350200.0,3.502
KR7001560002,제일연마공업,2024-12-31,320.0,9140.0,1094,350080.0,3.5008
KR7350520003,이지스레지던스위탁관리부동산투자회사,2024-06-30,150.0,4285.0,2333,349950.0,3.4995
KR7035600006,케이지이니시스,2023-12-31,420.0,12000.0,833,349860.0,3.4986
KR7005680004,삼영전자공업,2023-12-31,300.0,8570.0,1166,349800.0,3.498
KR7000990002,DB 하이텍,2022-12-31,1300.0,37150.0,269,349700.0,3.497
KR7012620001,원일특강,2024-12-31,250.0,7150.0,1398,349500.0,3.495
KR7053080008,케이엔솔,2022-12-31,300.0,8580.0,1165,349500.0,3.495
KR7011040003,경동제약,2021-12-31,400.0,11450.0,873,349200.0,3.492
KR7079980009,휴비스,2021-12-31,300.0,8590.0,1164,349200.0,3.492
KR7016590002,신대양제지,2024-12-31,200.0,5730.0,1745,349000.0,3.49
KR7058630005,엠게임,2025-12-31,222.0,6360.0,1572,348984.0,3.4898400000000005
KR7350520003,이지스레지던스위탁관리부동산투자회사,2023-06-30,133.0,3815.0,2621,348593.0,3.48593
KR7084690007,대상홀딩스,2022-12-31,270.0,7740.0,1291,348570.0,3.4857
KR7001390004,케이지케미칼,2024-12-31,130.0,3730.0,2680,348400.0,3.4840000000000004
KR7214180002,헥토이노베이션,2022-12-31,420.0,12050.0,829,348180.0,3.4818
KR7014570006,고려제약,2024-12-31,160.0,4595.0,2176,348160.0,3.4816
KR7043370006,피에이치에이,2024-12-31,350.0,10060.0,994,347900.0,3.479
KR7169330008,마크로밀엠브레인,2025-06-30,80.0,2300.0,4347,347760.0,3.4776
KR7086280005,현대글로비스,2022-12-31,5700.0,163500.0,61,347700.0,3.4770000000000003
KR7093050003,LF,2021-12-31,600.0,17250.0,579,347400.0,3.474
KR7018500009,동원금속,2025-05-30,50.0,1440.0,6944,347200.0,3.472
KR7006800007,미래에셋증권,2021-12-31,300.0,8650.0,1156,346800.0,3.4680000000000004
KR7097520001,엠씨넥스,2025-12-31,1000.0,28850.0,346,346000.0,3.46
KR7124560004,태웅로직스,2024-12-31,100.0,2890.0,3460,346000.0,3.46
KR7293940003,신한알파위탁관리부동산투자회사,2023-03-31,190.0,5490.0,1821,345990.0,3.4599
KR7267290005,경동도시가스,2022-12-31,875.0,25300.0,395,345625.0,3.4562500000000003
KR7041650003,상신브레이크,2024-12-31,100.0,2895.0,3454,345400.0,3.454
KR7009580002,무림피앤피,2020-12-31,125.0,3620.0,2762,345250.0,3.4525
KR7001560002,제일연마공업,2023-12-31,300.0,8690.0,1150,345000.0,3.45
KR7484870001,엠앤씨솔루션,2024-12-31,1480.0,42850.0,233,344840.0,3.4484
KR7256150004,한독크린텍,2022-12-31,250.0,7250.0,1379,344750.0,3.4475
KR7009580002,무림피앤피,2022-12-31,150.0,4350.0,2298,344700.0,3.447
KR7002600005,조흥,2021-12-31,6500.0,188000.0,53,344500.0,3.4450000000000003
KR7377330006,이지트로닉스,2024-12-31,150.0,4355.0,2296,344400.0,3.444
KR7003550001,LG,2021-12-31,2800.0,80900.0,123,344400.0,3.444
KR7010470003,오리콤,2024-04-03,270.0,7840.0,1275,344250.0,3.4425
KR7004000006,롯데정밀화학,2023-12-31,2000.0,58000.0,172,344000.0,3.44
KR7060720000,KH바텍,2024-12-31,280.0,8140.0,1228,343840.0,3.4383999999999997
KR7036670008,삼양케이씨아이,2023-12-31,250.0,7270.0,1375,343750.0,3.4375000000000004
KR7007590003,동방아그로,2021-12-31,250.0,7270.0,1375,343750.0,3.4375000000000004
KR7005950001,이수화학,2021-12-31,500.0,14550.0,687,343500.0,3.435
KR7002150001,도화엔지니어링,2020-12-31,280.0,8150.0,1226,343280.0,3.4328
KR7105740005,디케이락,2024-12-31,250.0,7280.0,1373,343250.0,3.4325
KR7001680008,대상,2021-12-31,800.0,23300.0,429,343200.0,3.4320000000000004
KR7023150006,MH에탄올,2021-12-31,350.0,10200.0,980,343000.0,3.4299999999999997
KR7023910003,대한약품공업,2024-12-31,900.0,26200.0,381,342900.0,3.4290000000000003
KR7204610000,티쓰리엔터테인먼트,2022-12-31,60.0,1750.0,5714,342840.0,3.4284000000000003
KR7229640008,엘에스에코에너지,2022-12-31,250.0,7290.0,1371,342750.0,3.4275
KR7010470003,오리콤,2021-12-31,220.0,6420.0,1557,342540.0,3.4254
KR7048260004,오스템임플란트,2024-12-31,68500.0,1900000.0,5,342500.0,3.4250000000000003
KR7003650009,미창석유공업,2022-12-31,2500.0,72900.0,137,342500.0,3.4250000000000003
KR7002450005,삼익악기,2020-12-31,50.0,1460.0,6849,342450.0,3.4244999999999997
KR7088260005,이리츠코크렙기업구조조정부동산투자회사,2021-12-31,204.0,5960.0,1677,342108.0,3.42108
KR7002600005,조흥,2023-12-31,6000.0,172800.0,57,342000.0,3.42
KR7215200007,메가스터디교육,2024-12-31,1500.0,43800.0,228,342000.0,3.42
KR7124560004,태웅로직스,2022-12-31,150.0,4385.0,2280,342000.0,3.42
KR7002600005,조흥,2024-12-31,6000.0,172900.0,57,342000.0,3.42
KR7002600005,조흥,2020-12-31,6000.0,175000.0,57,342000.0,3.42
KR7034310003,NICE홀딩스,2023-12-31,451.0,13180.0,758,341858.0,3.4185800000000004
KR7169330008,마크로밀엠브레인,2024-06-30,80.0,2340.0,4273,341840.0,3.4184
KR7086670007,비엠티,2024-12-31,250.0,7310.0,1367,341750.0,3.4174999999999995
KR7451800007,한화위탁관리부동산투자회사,2025-10-31,135.0,3950.0,2531,341685.0,3.4168499999999997
KR7035600006,케이지이니시스,2022-12-31,400.0,11700.0,854,341600.0,3.4160000000000004
KR7195870001,해성디에스,2024-12-31,800.0,23400.0,427,341600.0,3.4160000000000004
KR7015230006,대창단조,2021-12-31,270.0,7900.0,1265,341550.0,3.4155
KR7075180000,새론오토모티브,2023-12-31,140.0,4100.0,2439,341460.0,3.4146
KR7170790000,파이오링크,2024-12-31,300.0,8780.0,1138,341400.0,3.4139999999999997
KR7033920000,무학,2025-06-30,260.0,7620.0,1312,341120.0,3.4112000000000005
KR7002150001,도화엔지니어링,2022-12-31,280.0,8210.0,1218,341040.0,3.4104
KR7090850009,현대이지웰,2025-04-03,170.0,4985.0,2006,341020.0,3.4102
KR7286940002,롯데이노베이트,2023-12-31,1000.0,29300.0,341,341000.0,3.4099999999999997
KR7000240002,한국앤컴퍼니,2020-12-31,500.0,14650.0,682,341000.0,3.4099999999999997
KR7003070000,코오롱글로벌,2024-12-31,300.0,8810.0,1135,340500.0,3.405
KR7350520003,이지스레지던스위탁관리부동산투자회사,2022-12-31,133.0,3905.0,2560,340480.0,3.4048000000000003
KR7067920009,이글루코퍼레이션,2024-12-31,180.0,5290.0,1890,340200.0,3.402
KR7010130003,고려아연,2022-12-31,20000.0,564000.0,17,340000.0,3.4000000000000004
KR7093050003,LF,2020-12-31,500.0,14700.0,680,340000.0,3.4000000000000004
KR7365550003,이에스알켄달스퀘어위탁관리부동산투자회사,2022-11-30,136.0,4000.0,2500,340000.0,3.4000000000000004
KR7016740003,두올,2023-12-31,120.0,3530.0,2832,339840.0,3.3984
KR7013120001,동원개발,2024-12-31,80.0,2355.0,4246,339680.0,3.3968
KR7208140004,정다운,2021-12-31,100.0,2945.0,3395,339500.0,3.395
KR7010640001,진양폴리우레탄,2022-12-31,150.0,4420.0,2262,339300.0,3.393
KR7111380002,동인기연,2024-12-31,620.0,18260.0,547,339140.0,3.3914
KR7004690004,삼천리,2025-03-28,3000.0,88200.0,113,339000.0,3.39
KR7317850006,대모엔지니어링,2021-12-31,180.0,5310.0,1883,338940.0,3.3894
KR7009680000,모토닉,2020-12-31,400.0,11800.0,847,338800.0,3.388
KR7001740000,SK네트웍스,2024-04-01,200.0,5900.0,1694,338800.0,3.388
KR7344820006,케이씨씨글라스,2024-02-29,1400.0,41200.0,242,338800.0,3.388
KR7036800001,나이스정보통신,2023-12-31,730.0,21550.0,464,338720.0,3.3872
KR7005710009,대원산업,2024-12-31,200.0,5910.0,1692,338400.0,3.3840000000000003
KR7004150009,한솔홀딩스,2021-12-31,120.0,3550.0,2816,337920.0,3.3792000000000004
KR7088980008,맥쿼리한국인프라투융자회사,2020-12-31,360.0,10650.0,938,337680.0,3.3768
KR7054930003,유신,2020-12-31,500.0,14800.0,675,337500.0,3.375
KR7012750006,에스원,2021-12-31,2500.0,73900.0,135,337500.0,3.375
KR7017800004,현대엘리베이터,2024-06-30,1500.0,44250.0,225,337500.0,3.375
KR7088980008,맥쿼리한국인프라투융자회사,2025-12-31,380.0,11250.0,888,337440.0,3.3744000000000005
KR7067990002,도이치모터스,2020-12-31,250.0,7410.0,1349,337250.0,3.3724999999999996
KR7016800005,퍼시스,2020-12-31,1000.0,29650.0,337,337000.0,3.37
KR7016450009,한세예스24홀딩스,2021-12-31,250.0,7420.0,1347,336750.0,3.3674999999999997
KR7010770006,평화홀딩스,2021-12-31,150.0,4460.0,2242,336300.0,3.363
KR7001520006,동양,2020-12-31,40.0,1190.0,8403,336120.0,3.3612
KR7005380001,현대자동차,2024-02-29,8400.0,248000.0,40,336000.0,3.36
KR7036560001,케이젯정밀,2022-12-31,400.0,11900.0,840,336000.0,3.36
KR7294870001,에이치디씨현대산업개발,2025-03-31,700.0,20800.0,480,336000.0,3.36
KR7002380004,케이씨씨,2022-12-31,7000.0,204500.0,48,336000.0,3.36
KR7003030004,세아제강지주,2020-12-31,1500.0,44550.0,224,336000.0,3.36
KR7068930007,디지털대성,2023-12-31,200.0,5950.0,1680,336000.0,3.36
KR7010100006,한국무브넥스,2021-12-31,90.0,2680.0,3731,335790.0,3.3579
KR7471820001,셀로맥스사이언스,2024-12-31,165.0,4915.0,2034,335610.0,3.3561
KR7096760004,제이더블유홀딩스,2022-12-31,100.0,2980.0,3355,335500.0,3.3550000000000004
KR7092790005,넥스틸,2024-12-31,250.0,7450.0,1342,335500.0,3.3550000000000004
KR7004910006,조광페인트,2024-12-31,200.0,5960.0,1677,335400.0,3.354
KR7290120005,디에이치오토리드,2021-12-31,200.0,5960.0,1677,335400.0,3.354
KR7067920009,이글루코퍼레이션,2020-12-31,160.0,4770.0,2096,335360.0,3.3536
KR7123410003,코리아에프티,2022-12-31,80.0,2385.0,4192,335360.0,3.3536
KR7002290005,삼일기업공사,2022-12-31,125.0,3730.0,2680,335000.0,3.35
KR7021080007,에이티넘인베스트먼트,2023-12-31,120.0,3585.0,2789,334680.0,3.3468
KR7079960001,동양이엔피,2024-12-31,600.0,17930.0,557,334200.0,3.3419999999999996
KR7009770009,삼정펄프,2020-12-31,1000.0,29900.0,334,334000.0,3.34
KR7012280004,영화금속,2024-12-31,30.0,900.0,11111,333330.0,3.3333000000000004
KR7133750000,메가엠디,2021-12-31,150.0,4500.0,2222,333300.0,3.3329999999999997
KR7009410002,태영건설,2021-12-31,350.0,10500.0,952,333200.0,3.3320000000000003
KR7002380004,케이씨씨,2025-02-28,9000.0,269500.0,37,333000.0,3.3300000000000005
KR7003650009,미창석유공업,2024-12-31,3000.0,89400.0,111,333000.0,3.3300000000000005
KR7009770009,삼정펄프,2021-12-31,1000.0,30000.0,333,333000.0,3.3300000000000005
KR7080520000,오디텍,2024-12-31,100.0,3005.0,3327,332700.0,3.327
KR7058430000,포스코스틸리온,2024-03-29,1615.0,48500.0,206,332690.0,3.3269
KR7024880007,케이피에프,2024-04-03,150.0,4520.0,2212,331800.0,3.318
KR7023000003,삼원강재,2021-12-31,105.0,3165.0,3159,331695.0,3.31695
KR7003490000,대한항공,2024-12-31,750.0,22600.0,442,331500.0,3.315
KR7123410003,코리아에프티,2023-12-31,120.0,3620.0,2762,331440.0,3.3144
KR7256150004,한독크린텍,2023-12-31,250.0,7550.0,1324,331000.0,3.3099999999999996
KR7011560000,세보엠이씨,2020-12-31,200.0,6040.0,1655,331000.0,3.3099999999999996
KR7122310006,제노레이,2025-04-03,180.0,5440.0,1838,330840.0,3.3084
KR7041650003,상신브레이크,2022-12-31,100.0,3025.0,3305,330500.0,3.305
KR7332370006,아이디피,2022-12-31,150.0,4540.0,2202,330300.0,3.3029999999999995
KR7014580005,태경비케이,2024-12-31,150.0,4540.0,2202,330300.0,3.3029999999999995
KR7041520008,이엘씨,2021-12-31,300.0,9080.0,1101,330300.0,3.3029999999999995
KR7004690004,삼천리,2021-12-31,3000.0,90800.0,110,330000.0,3.3000000000000003
KR7192400000,쿠쿠홀딩스,2020-12-31,3300.0,99900.0,100,330000.0,3.3000000000000003
KR7088980008,맥쿼리한국인프라투융자회사,2025-06-30,380.0,11520.0,868,329840.0,3.2984
KR7108230004,톱텍,2024-12-31,150.0,4550.0,2197,329550.0,3.2954999999999997
KR7005710009,대원산업,2022-12-31,175.0,5310.0,1883,329525.0,3.29525
KR7004590006,한국가구,2022-12-31,140.0,4250.0,2352,329280.0,3.2927999999999997
KR7143240000,사람인,2025-03-31,500.0,15190.0,658,329000.0,3.29
KR7044820009,코스맥스비티아이,2023-12-31,350.0,10630.0,940,329000.0,3.29
KR7111770004,영원무역,2024-12-31,1400.0,42400.0,235,329000.0,3.29
KR7004150009,한솔홀딩스,2024-03-31,100.0,3040.0,3289,328900.0,3.289
KR7460860000,동국제강,2025-03-31,300.0,9120.0,1096,328800.0,3.288
KR7006800007,미래에셋증권,2022-12-31,200.0,6080.0,1644,328800.0,3.288
KR7077500007,유니퀘스트,2023-12-31,200.0,6080.0,1644,328800.0,3.288
KR7035890003,서희건설,2023-12-31,45.0,1369.0,7304,328680.0,3.2868
KR7023600000,삼보판지,2023-12-31,310.0,9430.0,1060,328600.0,3.286
KR7023150006,MH에탄올,2022-12-31,250.0,7610.0,1314,328500.0,3.2849999999999997
KR7263770000,유에스티,2023-12-31,100.0,3045.0,3284,328400.0,3.2840000000000003
KR7215200007,메가스터디교육,2023-12-31,2000.0,60700.0,164,328000.0,3.28
KR7396690000,미래에셋글로벌위탁관리부동산투자회사,2022-09-30,148.243,4520.0,2212,327913.516,3.2791351599999996
KR7216050005,인크로스,2024-12-31,242.0,7380.0,1355,327910.0,3.2791
KR7204020002,그리티,2023-12-31,100.0,3050.0,3278,327800.0,3.2779999999999996
KR7079170007,한창산업,2024-12-31,220.0,6710.0,1490,327800.0,3.2779999999999996
KR7025530007,에스제이엠홀딩스,2020-12-31,100.0,3050.0,3278,327800.0,3.2779999999999996
KR7006360002,지에스건설,2021-12-31,1300.0,39600.0,252,327600.0,3.276
KR7009970005,영원무역홀딩스,2025-04-01,2950.0,89500.0,111,327450.0,3.2745
KR7009200007,무림페이퍼,2023-12-31,75.0,2290.0,4366,327450.0,3.2745
KR7100250000,진양홀딩스,2021-12-31,120.0,3665.0,2728,327360.0,3.2736
KR7012700001,리드코프,2023-12-31,200.0,6110.0,1636,327200.0,3.272
KR7079000006,와토스코리아,2021-12-31,200.0,6110.0,1636,327200.0,3.272
KR7000480004,시알홀딩스,2024-07-09,200.0,6110.0,1636,327200.0,3.272
KR7016740003,두올,2022-12-31,80.0,2445.0,4089,327120.0,3.2712
KR7365550003,이에스알켄달스퀘어위탁관리부동산투자회사,2023-05-31,135.0,4130.0,2421,326835.0,3.26835
KR7075130005,플랜티넷,2020-12-31,200.0,6120.0,1633,326600.0,3.266
KR7037460003,삼지전자,2021-12-31,400.0,12250.0,816,326400.0,3.264
