ISIN코드,기업명,배당기준일,기준종가일,종가,1주당배당금,공시배당률,투자금액,시가배당률(%),매수주식수,총배당금,투자금대비배당률(%)
KR7123890006,한국자산신탁,2021-12-31,2021-12-30,4085.0,220.0,44.0,10000000.0,5.385556915544676,2447,538340.0,5.3834
KR7123890006,한국자산신탁,2022-12-31,2022-12-29,2985.0,220.0,44.0,10000000.0,7.370184254606365,3350,737000.0,7.37
KR7123890006,한국자산신탁,2024-03-27,2024-03-26,3225.0,220.0,44.0,10000000.0,6.821705426356589,3100,682000.0,6.819999999999999
KR7123890006,한국자산신탁,2025-03-31,2025-03-28,2405.0,100.0,20.0,10000000.0,4.158004158004158,4158,415800.0,4.1579999999999995
KR7124560004,태웅로직스,2020-12-31,2020-12-30,5170.0,50.0,50.0,10000000.0,0.9671179883945842,1934,96700.0,0.967
KR7124560004,태웅로직스,2021-12-31,2021-12-30,8790.0,100.0,100.0,10000000.0,1.1376564277588168,1137,113700.0,1.137
KR7124560004,태웅로직스,2022-12-31,2022-12-29,4385.0,150.0,150.0,10000000.0,3.4207525655644244,2280,342000.0,3.42
KR7124560004,태웅로직스,2023-12-31,2023-12-28,3500.0,70.0,70.0,10000000.0,2.0,2857,199990.0,1.9999
KR7124560004,태웅로직스,2024-12-31,2024-12-30,2890.0,100.0,100.0,10000000.0,3.4602076124567476,3460,346000.0,3.46
KR7126560002,현대퓨처넷,2020-12-31,2020-12-30,3855.0,80.0,16.0,10000000.0,2.075226977950713,2594,207520.0,2.0752
KR7126560002,현대퓨처넷,2021-12-31,2021-12-30,4215.0,90.0,18.0,10000000.0,2.135231316725979,2372,213480.0,2.1348
KR7126560002,현대퓨처넷,2022-12-31,2022-12-29,2505.0,90.0,18.0,10000000.0,3.592814371257485,3992,359280.0,3.5928
KR7126560002,현대퓨처넷,2023-12-31,2023-12-28,3175.0,100.0,20.0,10000000.0,3.149606299212598,3149,314900.0,3.1489999999999996
KR7126560002,현대퓨처넷,2024-12-31,2024-12-30,3785.0,110.0,22.0,10000000.0,2.906208718626156,2642,290620.0,2.9062
KR7126600006,비지에프에코머티리얼즈,2020-12-31,2020-12-30,4165.0,100.0,20.0,10000000.0,2.4009603841536618,2400,240000.0,2.4
KR7126600006,비지에프에코머티리얼즈,2021-12-31,2021-12-30,10800.0,100.0,20.0,10000000.0,0.9259259259259258,925,92500.0,0.9249999999999999
KR7126600006,비지에프에코머티리얼즈,2022-12-31,2022-12-29,4805.0,100.0,20.0,10000000.0,2.081165452653486,2081,208100.0,2.081
KR7126600006,비지에프에코머티리얼즈,2023-12-31,2023-12-28,4480.0,70.0,14.0,10000000.0,1.5625,2232,156240.0,1.5624
KR7126600006,비지에프에코머티리얼즈,2024-12-31,2024-12-30,2830.0,50.0,10.0,10000000.0,1.76678445229682,3533,176650.0,1.7665
KR7126640002,화신정공,2020-12-31,2020-12-30,1750.0,30.0,30.0,10000000.0,1.7142857142857144,5714,171420.0,1.7142000000000002
KR7126640002,화신정공,2021-12-31,2021-12-30,2045.0,30.0,30.0,10000000.0,1.466992665036675,4889,146670.0,1.4667
KR7126640002,화신정공,2022-12-31,2022-12-29,1465.0,40.0,40.0,10000000.0,2.7303754266211606,6825,273000.0,2.73
KR7126640002,화신정공,2023-12-31,2023-12-28,1712.0,50.0,50.0,10000000.0,2.9205607476635516,5841,292050.0,2.9204999999999997
KR7126640002,화신정공,2024-12-31,2024-12-30,1229.0,50.0,50.0,10000000.0,4.068348250610252,8136,406800.0,4.0680000000000005
KR7126700004,하이비젼시스템,2020-12-31,2020-12-30,14800.0,50.0,10.0,10000000.0,0.33783783783783783,675,33750.0,0.3375
KR7126700004,하이비젼시스템,2021-12-31,2021-12-30,23800.0,150.0,30.0,10000000.0,0.6302521008403361,420,63000.0,0.63
KR7126700004,하이비젼시스템,2022-12-31,2022-12-29,18200.0,120.0,24.0,10000000.0,0.6593406593406593,549,65880.0,0.6588
KR7126700004,하이비젼시스템,2023-12-31,2023-12-28,19320.0,500.0,100.0,10000000.0,2.587991718426501,517,258500.0,2.585
KR7126700004,하이비젼시스템,2024-12-31,2024-12-30,17410.0,400.0,80.0,10000000.0,2.2975301550832854,574,229600.0,2.2960000000000003
KR7126720002,수산인더스트리,2022-12-31,2022-12-29,22000.0,600.0,300.0,10000000.0,2.727272727272727,454,272400.0,2.724
KR7126720002,수산인더스트리,2023-12-31,2023-12-28,18930.0,800.0,400.0,10000000.0,4.226096143687269,528,422400.0,4.224
KR7126720002,수산인더스트리,2025-03-31,2025-03-28,19440.0,800.0,400.0,10000000.0,4.11522633744856,514,411200.0,4.112
KR7109860007,동일금속,2020-12-31,2020-12-30,11550.0,300.0,60.0,10000000.0,2.5974025974025974,865,259500.0,2.595
KR7109860007,동일금속,2021-12-31,2021-12-30,14400.0,250.0,50.0,10000000.0,1.7361111111111112,694,173500.0,1.735
KR7109860007,동일금속,2022-12-31,2022-12-29,18250.0,400.0,80.0,10000000.0,2.191780821917808,547,218800.0,2.188
KR7109860007,동일금속,2023-12-31,2023-12-28,9000.0,400.0,80.0,10000000.0,4.444444444444445,1111,444400.0,4.444
KR7109860007,동일금속,2024-12-31,2024-12-30,8100.0,320.0,64.0,10000000.0,3.950617283950617,1234,394880.0,3.9488000000000003
KR7110790003,크리스에프앤씨,2020-12-31,2020-12-30,25950.0,740.0,74.0,10000000.0,2.851637764932563,385,284900.0,2.849
KR7110790003,크리스에프앤씨,2021-12-31,2021-12-30,44000.0,1000.0,100.0,10000000.0,2.272727272727273,227,227000.0,2.27
KR7110790003,크리스에프앤씨,2022-12-31,2022-12-29,20600.0,500.0,50.0,10000000.0,2.4271844660194173,485,242500.0,2.4250000000000003
KR7110790003,크리스에프앤씨,2023-12-31,2023-12-28,8460.0,300.0,60.0,10000000.0,3.546099290780142,1182,354600.0,3.546
KR7110790003,크리스에프앤씨,2025-03-21,2025-03-20,4715.0,200.0,40.0,10000000.0,4.241781548250265,2120,424000.0,4.24
KR7110990009,디아이티,2021-12-31,2021-12-30,9360.0,200.0,200.0,10000000.0,2.1367521367521367,1068,213600.0,2.136
KR7110990009,디아이티,2022-12-31,2022-12-29,5350.0,300.0,300.0,10000000.0,5.607476635514018,1869,560700.0,5.607
KR7110990009,디아이티,2023-12-31,2023-12-28,18400.0,180.0,180.0,10000000.0,0.9782608695652175,543,97740.0,0.9773999999999999
KR7110990009,디아이티,2024-12-31,2024-12-30,12540.0,380.0,380.0,10000000.0,3.0303030303030303,797,302860.0,3.0286
KR7111110003,호전실업,2020-12-31,2020-12-30,9140.0,200.0,40.0,10000000.0,2.1881838074398248,1094,218800.0,2.188
KR7111110003,호전실업,2021-12-31,2021-12-30,10150.0,250.0,50.0,10000000.0,2.4630541871921183,985,246250.0,2.4625
KR7111110003,호전실업,2022-12-31,2022-12-29,8110.0,300.0,60.0,10000000.0,3.6991368680641186,1233,369900.0,3.6990000000000003
KR7111110003,호전실업,2023-12-31,2023-12-28,7920.0,300.0,60.0,10000000.0,3.787878787878788,1262,378600.0,3.7859999999999996
KR7111110003,호전실업,2024-12-31,2024-12-30,7780.0,400.0,80.0,10000000.0,5.141388174807198,1285,514000.0,5.140000000000001
KR7111380002,동인기연,2023-12-31,2023-12-28,21250.0,560.0,560.0,10000000.0,2.635294117647059,470,263200.0,2.632
KR7111380002,동인기연,2024-12-31,2024-12-30,18260.0,620.0,620.0,10000000.0,3.3953997809419496,547,339140.0,3.3914
KR7111380002,동인기연,2025-11-10,2025-11-07,13410.0,310.0,310.0,10000000.0,2.3117076808351977,745,230950.0,2.3095
KR7111710000,남화산업,2020-12-31,2020-12-30,11100.0,100.0,50.0,10000000.0,0.9009009009009009,900,90000.0,0.8999999999999999
KR7111710000,남화산업,2021-12-31,2021-12-30,8300.0,200.0,100.0,10000000.0,2.4096385542168677,1204,240800.0,2.408
KR7111710000,남화산업,2022-12-31,2022-12-29,8300.0,300.0,150.0,10000000.0,3.614457831325301,1204,361200.0,3.612
KR7111710000,남화산업,2023-12-31,2023-12-28,6410.0,200.0,100.0,10000000.0,3.1201248049921997,1560,312000.0,3.1199999999999997
KR7111710000,남화산업,2024-12-31,2024-12-30,5130.0,200.0,100.0,10000000.0,3.898635477582846,1949,389800.0,3.898
KR7111770004,영원무역,2020-12-31,2020-12-30,31700.0,500.0,100.0,10000000.0,1.5772870662460567,315,157500.0,1.575
KR7111770004,영원무역,2021-12-31,2021-12-30,43650.0,1000.0,200.0,10000000.0,2.290950744558992,229,229000.0,2.29
KR7111770004,영원무역,2022-12-31,2022-12-29,46950.0,1530.0,306.0,10000000.0,3.258785942492013,212,324360.0,3.2436
KR7111770004,영원무역,2023-12-31,2023-12-28,45600.0,1300.0,260.0,10000000.0,2.850877192982456,219,284700.0,2.847
KR7111770004,영원무역,2024-12-31,2024-12-30,42400.0,1400.0,280.0,10000000.0,3.30188679245283,235,329000.0,3.29
KR7111770004,영원무역,2025-09-09,2025-09-08,58700.0,700.0,140.0,10000000.0,1.192504258943782,170,119000.0,1.1900000000000002
KR7112610001,씨에스윈드,2020-12-31,2020-12-30,177000.0,1000.0,200.0,10000000.0,0.5649717514124294,56,56000.0,0.5599999999999999
KR7112610001,씨에스윈드,2021-12-31,2021-12-30,65700.0,600.0,120.0,10000000.0,0.91324200913242,152,91200.0,0.9119999999999999
KR7112610001,씨에스윈드,2022-12-31,2022-12-29,68800.0,500.0,100.0,10000000.0,0.7267441860465116,145,72500.0,0.7250000000000001
KR7112610001,씨에스윈드,2023-12-31,2023-12-28,70200.0,500.0,100.0,10000000.0,0.7122507122507122,142,71000.0,0.7100000000000001
KR7112610001,씨에스윈드,2024-12-31,2024-12-30,41900.0,1000.0,200.0,10000000.0,2.386634844868735,238,238000.0,2.3800000000000003
KR7113810006,디젠스,2024-12-31,2024-12-30,1590.0,20.0,4.0,10000000.0,1.257861635220126,6289,125780.0,1.2578
KR7114090004,그랜드코리아레저,2023-12-31,2023-12-28,13490.0,353.0,70.6,10000000.0,2.616753150481838,741,261573.0,2.61573
KR7114090004,그랜드코리아레저,2024-06-30,2024-06-28,12730.0,60.0,12.0,10000000.0,0.4713275726630008,785,47100.0,0.471
KR7114090004,그랜드코리아레저,2025-04-02,2025-04-01,10850.0,222.0,44.4,10000000.0,2.046082949308756,921,204462.0,2.04462
KR7114090004,그랜드코리아레저,2025-08-22,2025-08-21,16460.0,60.0,12.0,10000000.0,0.3645200486026731,607,36420.0,0.36419999999999997
KR7130580004,나이스디앤비,2020-12-31,2020-12-30,9780.0,200.0,40.0,10000000.0,2.044989775051125,1022,204400.0,2.044
KR7130580004,나이스디앤비,2021-12-31,2021-12-30,9610.0,230.0,46.0,10000000.0,2.3933402705515086,1040,239200.0,2.392
KR7130580004,나이스디앤비,2022-12-31,2022-12-29,7700.0,182.0,36.4,10000000.0,2.3636363636363638,1298,236236.0,2.3623600000000002
KR7130580004,나이스디앤비,2023-12-31,2023-12-28,6260.0,182.0,36.4,10000000.0,2.907348242811502,1597,290654.0,2.90654
KR7130580004,나이스디앤비,2025-03-31,2025-03-28,4665.0,205.0,41.0,10000000.0,4.394426580921758,2143,439315.0,4.3931499999999994
KR7130660004,한전산업개발,2020-12-31,2020-12-30,4765.0,208.0,41.6,10000000.0,4.3651626442812175,2098,436384.0,4.36384
KR7130660004,한전산업개발,2021-12-31,2021-12-30,12200.0,198.0,39.6,10000000.0,1.6229508196721314,819,162162.0,1.62162
KR7130660004,한전산업개발,2022-12-31,2022-12-29,8510.0,228.0,45.6,10000000.0,2.6792009400705052,1175,267900.0,2.6790000000000003
KR7130660004,한전산업개발,2023-12-31,2023-12-28,7330.0,297.0,59.4,10000000.0,4.051841746248295,1364,405108.0,4.05108
KR7130660004,한전산업개발,2024-12-31,2024-12-30,9360.0,367.0,73.4,10000000.0,3.9209401709401708,1068,391956.0,3.9195599999999997
KR7131290009,티에스이,2020-12-31,2020-12-30,62700.0,250.0,50.0,10000000.0,0.3987240829346092,159,39750.0,0.3975
KR7131290009,티에스이,2021-12-31,2021-12-30,73700.0,500.0,100.0,10000000.0,0.6784260515603799,135,67500.0,0.675
KR7131290009,티에스이,2022-12-31,2022-12-29,36950.0,500.0,100.0,10000000.0,1.3531799729364005,270,135000.0,1.35
KR7131290009,티에스이,2024-12-31,2024-12-30,41250.0,400.0,80.0,10000000.0,0.9696969696969697,242,96800.0,0.968
KR7131370009,알서포트,2020-12-31,2020-12-30,13250.0,30.0,30.0,10000000.0,0.22641509433962265,754,22620.0,0.2262
KR7131370009,알서포트,2021-12-31,2021-12-30,7970.0,40.0,40.0,10000000.0,0.5018820577164366,1254,50160.0,0.5015999999999999
KR7131370009,알서포트,2022-12-31,2022-12-29,4230.0,20.0,20.0,10000000.0,0.4728132387706856,2364,47280.0,0.47280000000000005
KR7131370009,알서포트,2023-12-31,2023-12-28,3685.0,10.0,10.0,10000000.0,0.27137042062415195,2713,27130.0,0.2713
KR7131370009,알서포트,2024-12-31,2024-12-30,2640.0,10.0,10.0,10000000.0,0.3787878787878788,3787,37870.0,0.3787
KR7131970006,두산테스나,2020-12-31,2020-12-30,56200.0,130.0,26.0,10000000.0,0.23131672597864766,177,23010.0,0.2301
KR7131970006,두산테스나,2021-12-31,2021-12-30,49950.0,160.0,32.0,10000000.0,0.3203203203203203,200,32000.0,0.32
KR7131970006,두산테스나,2022-12-31,2022-12-29,27500.0,160.0,32.0,10000000.0,0.5818181818181818,363,58080.0,0.5808
KR7131970006,두산테스나,2024-04-02,2024-04-01,49000.0,160.0,32.0,10000000.0,0.326530612244898,204,32640.0,0.3264
KR7131970006,두산테스나,2025-03-31,2025-03-28,26200.0,160.0,32.0,10000000.0,0.6106870229007634,381,60960.0,0.6096
KR7133750000,메가엠디,2020-12-31,2020-12-30,4080.0,100.0,20.0,10000000.0,2.450980392156863,2450,245000.0,2.45
KR7133750000,메가엠디,2021-12-31,2021-12-30,4500.0,150.0,30.0,10000000.0,3.3333333333333335,2222,333300.0,3.3329999999999997
KR7133750000,메가엠디,2024-12-31,2024-12-30,2045.0,60.0,12.0,10000000.0,2.93398533007335,4889,293340.0,2.9334
KR7134060003,이퓨쳐,2025-02-28,2025-02-27,4235.0,250.0,50.0,10000000.0,5.90318772136954,2361,590250.0,5.9025
KR7134380005,미원화학,2020-06-30,2020-06-29,53800.0,1000.0,100.0,10000000.0,1.858736059479554,185,185000.0,1.8499999999999999
KR7134380005,미원화학,2020-12-31,2020-12-30,61900.0,1500.0,150.0,10000000.0,2.4232633279483036,161,241500.0,2.415
KR7134380005,미원화학,2021-06-30,2021-06-29,79500.0,1000.0,100.0,10000000.0,1.257861635220126,125,125000.0,1.25
KR7134380005,미원화학,2021-12-31,2021-12-30,81200.0,1500.0,150.0,10000000.0,1.8472906403940887,123,184500.0,1.8450000000000002
KR7134380005,미원화학,2022-06-30,2022-06-29,66900.0,1000.0,100.0,10000000.0,1.4947683109118086,149,149000.0,1.49
KR7134380005,미원화학,2022-12-31,2022-12-29,68700.0,1500.0,150.0,10000000.0,2.1834061135371177,145,217500.0,2.175
KR7134380005,미원화학,2023-06-30,2023-06-29,65000.0,1500.0,150.0,10000000.0,2.307692307692308,153,229500.0,2.2950000000000004
KR7134380005,미원화학,2023-12-31,2023-12-28,71200.0,2000.0,200.0,10000000.0,2.8089887640449436,140,280000.0,2.8000000000000003
KR7134380005,미원화학,2024-06-30,2024-06-28,80000.0,2000.0,200.0,10000000.0,2.5,125,250000.0,2.5
KR7134380005,미원화학,2024-12-31,2024-12-30,78800.0,2000.0,200.0,10000000.0,2.5380710659898478,126,252000.0,2.52
KR7134380005,미원화학,2025-06-30,2025-06-27,79300.0,2000.0,200.0,10000000.0,2.5220680958385877,126,252000.0,2.52
KR7134790005,시디즈,2020-12-31,2020-12-30,55500.0,300.0,60.0,10000000.0,0.5405405405405406,180,54000.0,0.54
KR7134790005,시디즈,2021-12-31,2021-12-30,61300.0,400.0,80.0,10000000.0,0.6525285481239804,163,65200.0,0.652
KR7134790005,시디즈,2022-12-31,2022-12-29,39250.0,400.0,80.0,10000000.0,1.019108280254777,254,101600.0,1.016
KR7134790005,시디즈,2023-12-31,2023-12-28,28900.0,500.0,100.0,10000000.0,1.7301038062283738,346,173000.0,1.73
KR7134790005,시디즈,2024-12-31,2024-12-30,22200.0,500.0,100.0,10000000.0,2.2522522522522523,450,225000.0,2.25
KR7136410008,아셈스,2024-12-31,2024-12-30,6940.0,90.0,18.0,10000000.0,1.2968299711815563,1440,129600.0,1.2959999999999998
KR7136480001,하림,2021-12-31,2021-12-30,2800.0,30.0,6.0,10000000.0,1.0714285714285714,3571,107130.0,1.0713
KR7136480001,하림,2022-12-31,2022-12-29,2715.0,20.0,4.0,10000000.0,0.7366482504604052,3683,73660.0,0.7366
KR7136480001,하림,2023-12-31,2023-12-28,4380.0,30.0,6.0,10000000.0,0.684931506849315,2283,68490.0,0.6849
KR7136490000,선진(신설),2020-12-31,2020-12-30,11300.0,100.0,20.0,10000000.0,0.8849557522123894,884,88400.0,0.8840000000000001
KR7136490000,선진(신설),2021-12-31,2021-12-30,11500.0,100.0,20.0,10000000.0,0.8695652173913043,869,86900.0,0.869
KR7136490000,선진(신설),2022-12-31,2022-12-29,9300.0,100.0,20.0,10000000.0,1.0752688172043012,1075,107500.0,1.075
KR7136490000,선진(신설),2023-12-31,2023-12-28,6620.0,100.0,20.0,10000000.0,1.5105740181268883,1510,151000.0,1.51
KR7136490000,선진(신설),2024-12-31,2024-12-30,5640.0,100.0,20.0,10000000.0,1.773049645390071,1773,177300.0,1.773
KR7136540002,윈스테크넷,2020-12-31,2020-12-30,18800.0,400.0,80.0,10000000.0,2.127659574468085,531,212400.0,2.1239999999999997
KR7136540002,윈스테크넷,2021-12-31,2021-12-30,16600.0,500.0,100.0,10000000.0,3.0120481927710845,602,301000.0,3.01
KR7136540002,윈스테크넷,2022-12-31,2022-12-29,12700.0,500.0,100.0,10000000.0,3.937007874015748,787,393500.0,3.9350000000000005
KR7136540002,윈스테크넷,2023-12-31,2023-12-28,12130.0,500.0,100.0,10000000.0,4.122011541632316,824,412000.0,4.12
KR7136540002,윈스테크넷,2024-12-31,2024-12-30,12250.0,800.0,160.0,10000000.0,6.530612244897959,816,652800.0,6.5280000000000005
KR7137080008,나래나노텍,2022-12-31,2022-12-29,7140.0,100.0,20.0,10000000.0,1.400560224089636,1400,140000.0,1.4000000000000001
KR7137310009,에스디바이오센서,2021-12-31,2021-12-30,55900.0,1266.0,253.2,10000000.0,2.264758497316637,178,225348.0,2.25348
KR7137310009,에스디바이오센서,2022-06-30,2022-06-29,38350.0,700.0,140.0,10000000.0,1.8252933507170794,260,182000.0,1.82
KR7137310009,에스디바이오센서,2022-12-31,2022-12-29,30150.0,290.0,58.0,10000000.0,0.9618573797678276,331,95990.0,0.9599
KR7137310009,에스디바이오센서,2024-12-31,2024-12-30,10280.0,200.0,40.0,10000000.0,1.9455252918287937,972,194400.0,1.944
KR7137400008,피엔티,2020-12-31,2020-12-30,24450.0,100.0,20.0,10000000.0,0.408997955010225,408,40800.0,0.40800000000000003
KR7137400008,피엔티,2021-12-31,2021-12-30,43800.0,150.0,30.0,10000000.0,0.3424657534246575,228,34200.0,0.34199999999999997
KR7137400008,피엔티,2022-12-31,2022-12-29,43350.0,100.0,20.0,10000000.0,0.2306805074971165,230,23000.0,0.22999999999999998
KR7137400008,피엔티,2024-12-31,2024-12-30,37850.0,100.0,20.0,10000000.0,0.26420079260237783,264,26400.0,0.264
KR7137400008,피엔티,2025-12-31,2025-12-30,37600.0,200.0,40.0,10000000.0,0.5319148936170213,265,53000.0,0.53
KR7137940003,넥스트아이,2020-12-31,2020-12-30,1660.0,17.0,17.0,10000000.0,1.0240963855421688,6024,102408.0,1.0240799999999999
KR7137950002,제이씨케미칼,2020-12-31,2020-12-30,6680.0,90.0,18.0,10000000.0,1.347305389221557,1497,134730.0,1.3473000000000002
KR7137950002,제이씨케미칼,2021-12-31,2021-12-30,9160.0,150.0,30.0,10000000.0,1.6375545851528384,1091,163650.0,1.6365
KR7137950002,제이씨케미칼,2022-12-31,2022-12-29,6640.0,160.0,32.0,10000000.0,2.4096385542168677,1506,240960.0,2.4095999999999997
KR7137950002,제이씨케미칼,2023-12-31,2023-12-28,7280.0,150.0,30.0,10000000.0,2.0604395604395602,1373,205950.0,2.0595
KR7137950002,제이씨케미칼,2024-12-31,2024-12-30,3870.0,150.0,30.0,10000000.0,3.875968992248062,2583,387450.0,3.8745000000000003
KR7138040001,메리츠금융지주,2020-12-31,2020-12-30,9810.0,900.0,180.0,10000000.0,9.174311926605505,1019,917100.0,9.171
KR7138040001,메리츠금융지주,2021-12-31,2021-12-30,44000.0,210.0,42.0,10000000.0,0.4772727272727273,227,47670.0,0.4767
KR7138040001,메리츠금융지주,2022-12-31,2022-12-29,42700.0,105.0,21.0,10000000.0,0.24590163934426232,234,24570.0,0.2457
KR7138040001,메리츠금융지주,2023-12-31,2023-12-28,59100.0,2360.0,472.0,10000000.0,3.993231810490694,169,398840.0,3.9884000000000004
KR7138040001,메리츠금융지주,2025-02-28,2025-02-27,122300.0,1350.0,270.0,10000000.0,1.1038430089942763,81,109350.0,1.0935000000000001
KR7138070008,신진에스엠,2020-12-31,2020-12-30,4730.0,70.0,14.0,10000000.0,1.4799154334038054,2114,147980.0,1.4798
KR7138070008,신진에스엠,2021-12-31,2021-12-30,6200.0,120.0,24.0,10000000.0,1.935483870967742,1612,193440.0,1.9344000000000001
KR7138070008,신진에스엠,2022-12-31,2022-12-29,2655.0,100.0,20.0,10000000.0,3.766478342749529,3766,376600.0,3.766
KR7138070008,신진에스엠,2023-12-31,2023-12-28,2845.0,50.0,10.0,10000000.0,1.7574692442882252,3514,175700.0,1.757
KR7138070008,신진에스엠,2024-12-31,2024-12-30,2495.0,50.0,10.0,10000000.0,2.004008016032064,4008,200400.0,2.004
KR7138080007,오이솔루션,2020-12-31,2020-12-30,55900.0,300.0,60.0,10000000.0,0.5366726296958855,178,53400.0,0.534
KR7138080007,오이솔루션,2021-12-31,2021-12-30,35000.0,300.0,60.0,10000000.0,0.8571428571428572,285,85500.0,0.855
KR7138080007,오이솔루션,2022-12-31,2022-12-29,17600.0,200.0,40.0,10000000.0,1.1363636363636365,568,113600.0,1.1360000000000001
KR7138080007,오이솔루션,2023-12-31,2023-12-28,12850.0,100.0,20.0,10000000.0,0.7782101167315175,778,77800.0,0.7779999999999999
KR7138490008,코오롱이앤피,2021-12-31,2021-12-30,13000.0,145.0,14.5,10000000.0,1.1153846153846154,769,111505.0,1.11505
KR7138490008,코오롱이앤피,2022-12-31,2022-12-29,8740.0,180.0,18.0,10000000.0,2.059496567505721,1144,205920.0,2.0591999999999997
KR7138490008,코오롱이앤피,2023-12-31,2023-12-28,7830.0,160.0,16.0,10000000.0,2.0434227330779056,1277,204320.0,2.0431999999999997
KR7138490008,코오롱이앤피,2024-12-31,2024-12-30,5270.0,200.0,20.0,10000000.0,3.795066413662239,1897,379400.0,3.794
KR7138580006,비즈니스온커뮤니케이션,2020-12-31,2020-12-30,17350.0,300.0,60.0,10000000.0,1.729106628242075,576,172800.0,1.728
KR7138580006,비즈니스온커뮤니케이션,2021-12-31,2021-12-30,14800.0,200.0,40.0,10000000.0,1.3513513513513513,675,135000.0,1.35
KR7138930003,BNK금융지주,2020-12-31,2020-12-30,5680.0,320.0,6.4,10000000.0,5.633802816901409,1760,563200.0,5.632000000000001
KR7138930003,BNK금융지주,2021-12-31,2021-12-30,8400.0,560.0,11.2,10000000.0,6.666666666666667,1190,666400.0,6.664000000000001
KR7138930003,BNK금융지주,2022-12-31,2022-12-29,6500.0,625.0,12.5,10000000.0,9.615384615384617,1538,961250.0,9.6125
KR7138930003,BNK금융지주,2023-08-11,2023-08-10,6660.0,100.0,2.0,10000000.0,1.5015015015015014,1501,150100.0,1.5010000000000001
KR7138930003,BNK금융지주,2024-02-29,2024-02-28,7500.0,410.0,8.2,10000000.0,5.466666666666667,1333,546530.0,5.4653
KR7138930003,BNK금융지주,2024-08-16,2024-08-14,9770.0,200.0,4.0,10000000.0,2.047082906857728,1023,204600.0,2.046
KR7138930003,BNK금융지주,2025-02-28,2025-02-27,11610.0,450.0,9.0,10000000.0,3.875968992248062,861,387450.0,3.8745000000000003
KR7138930003,BNK금융지주,2025-05-12,2025-05-09,10370.0,120.0,2.4,10000000.0,1.1571841851494697,964,115680.0,1.1568
KR7138930003,BNK금융지주,2025-08-18,2025-08-14,14650.0,120.0,2.4,10000000.0,0.8191126279863481,682,81840.0,0.8184
KR7138930003,BNK금융지주,2025-11-14,2025-11-13,15260.0,120.0,2.4,10000000.0,0.7863695937090431,655,78600.0,0.786
KR7139130009,아이엠금융지주,2020-12-31,2020-12-30,6790.0,390.0,7.8,10000000.0,5.743740795287187,1472,574080.0,5.7408
KR7139130009,아이엠금융지주,2021-12-31,2021-12-30,9380.0,630.0,12.6,10000000.0,6.7164179104477615,1066,671580.0,6.7158
KR7139130009,아이엠금융지주,2022-12-31,2022-12-29,6990.0,650.0,13.0,10000000.0,9.298998569384835,1430,929500.0,9.295
KR7139130009,아이엠금융지주,2024-02-29,2024-02-28,8920.0,550.0,11.0,10000000.0,6.165919282511211,1121,616550.0,6.1655
KR7139130009,아이엠금융지주,2025-02-28,2025-02-27,9350.0,500.0,10.0,10000000.0,5.347593582887701,1069,534500.0,5.345
KR7139480008,이마트,2020-12-31,2020-12-30,151500.0,2000.0,40.0,10000000.0,1.3201320132013201,66,132000.0,1.32
KR7139480008,이마트,2021-12-31,2021-12-30,151000.0,2000.0,40.0,10000000.0,1.3245033112582782,66,132000.0,1.32
KR7139480008,이마트,2022-12-31,2022-12-29,98000.0,2000.0,40.0,10000000.0,2.0408163265306123,102,204000.0,2.04
KR7139480008,이마트,2024-04-03,2024-04-02,67900.0,2000.0,40.0,10000000.0,2.945508100147275,147,294000.0,2.94
KR7139480008,이마트,2025-04-02,2025-04-01,80200.0,2000.0,40.0,10000000.0,2.493765586034913,124,248000.0,2.48
KR7140070004,서플러스글로벌,2020-12-31,2020-12-30,3150.0,30.0,30.0,10000000.0,0.9523809523809524,3174,95220.0,0.9521999999999999
KR7140070004,서플러스글로벌,2021-12-31,2021-12-30,4380.0,50.0,50.0,10000000.0,1.141552511415525,2283,114150.0,1.1415
KR7140070004,서플러스글로벌,2022-12-31,2022-12-29,3490.0,50.0,50.0,10000000.0,1.4326647564469914,2865,143250.0,1.4324999999999999
KR7140070004,서플러스글로벌,2023-12-31,2023-12-28,3645.0,30.0,30.0,10000000.0,0.823045267489712,2743,82290.0,0.8229
KR7140520008,대창스틸,2020-12-31,2020-12-30,2510.0,100.0,20.0,10000000.0,3.9840637450199203,3984,398400.0,3.984
KR7140520008,대창스틸,2021-12-31,2021-12-30,3100.0,150.0,30.0,10000000.0,4.838709677419355,3225,483750.0,4.8375
KR7140520008,대창스틸,2022-12-31,2022-12-29,2860.0,150.0,30.0,10000000.0,5.244755244755245,3496,524400.0,5.244
KR7140520008,대창스틸,2023-12-31,2023-12-28,2715.0,150.0,30.0,10000000.0,5.524861878453039,3683,552450.0,5.524500000000001
KR7140520008,대창스틸,2024-12-31,2024-12-30,2095.0,150.0,30.0,10000000.0,7.159904534606206,4773,715950.0,7.1595
KR7140860008,파크시스템스,2020-12-31,2020-12-30,94500.0,180.0,36.0,10000000.0,0.19047619047619047,105,18900.0,0.189
KR7140860008,파크시스템스,2021-12-31,2021-12-30,153000.0,250.0,50.0,10000000.0,0.16339869281045752,65,16250.0,0.1625
KR7140860008,파크시스템스,2022-12-31,2022-12-29,113900.0,400.0,80.0,10000000.0,0.35118525021949076,87,34800.0,0.348
